trial_id,condition_pct,condition_role,trial_duration_ms
1032,100.0,fit,800.0
1033,100.0,fit,800.0
1034,100.0,fit,800.0
1035,100.0,fit,800.0
1036,100.0,fit,800.0
1037,100.0,fit,800.0
1038,100.0,fit,800.0
1039,100.0,fit,800.0
1040,100.0,fit,800.0
1041,100.0,fit,800.0
1042,100.0,fit,800.0
1043,100.0,fit,800.0
1044,100.0,fit,800.0
1045,100.0,fit,800.0
1046,100.0,fit,800.0
1047,100.0,fit,800.0
1048,100.0,fit,800.0
1049,100.0,fit,800.0
1050,100.0,fit,800.0
1051,100.0,fit,800.0
1052,100.0,fit,800.0
1053,100.0,fit,800.0
1054,100.0,fit,800.0
1055,100.0,fit,800.0
1056,100.0,fit,800.0
1057,100.0,fit,800.0
1058,100.0,fit,800.0
1059,100.0,fit,800.0
1060,100.0,fit,800.0
1061,100.0,fit,800.0
1062,100.0,fit,800.0
1063,100.0,fit,800.0
1064,100.0,fit,800.0
1065,100.0,fit,800.0
1066,100.0,fit,800.0
1067,100.0,fit,800.0
1068,100.0,fit,800.0
1069,100.0,fit,800.0
1070,100.0,fit,800.0
1071,100.0,fit,800.0
1072,100.0,fit,800.0
1073,100.0,fit,800.0
1074,100.0,fit,800.0
1075,100.0,fit,800.0
1076,100.0,fit,800.0
1077,100.0,fit,800.0
1078,100.0,fit,800.0
1079,100.0,fit,800.0
1080,100.0,fit,800.0
1081,100.0,fit,800.0
1082,100.0,fit,800.0
1083,100.0,fit,800.0
1084,100.0,fit,800.0
1085,100.0,fit,800.0
1086,100.0,fit,800.0
1087,100.0,fit,800.0
1088,100.0,fit,800.0
1089,100.0,fit,800.0
1090,100.0,fit,800.0
1091,100.0,fit,800.0
1092,100.0,fit,800.0
1093,100.0,fit,800.0
1094,100.0,fit,800.0
1095,100.0,fit,800.0
1096,100.0,fit,800.0
1097,100.0,fit,800.0
1098,100.0,fit,800.0
1099,100.0,fit,800.0
1100,100.0,fit,800.0
1101,100.0,fit,800.0
1102,100.0,fit,800.0
1103,100.0,fit,800.0
1104,100.0,fit,800.0
1105,100.0,fit,800.0
1106,100.0,fit,800.0
1107,100.0,fit,800.0
1108,100.0,fit,800.0
1109,100.0,fit,800.0
1110,100.0,fit,800.0
1111,100.0,fit,800.0
1112,100.0,fit,800.0
1113,100.0,fit,800.0
1114,100.0,fit,800.0
1115,100.0,fit,800.0
1116,100.0,fit,800.0
1117,100.0,fit,800.0
1118,100.0,fit,800.0
1119,100.0,fit,800.0
1120,100.0,fit,800.0
1121,100.0,fit,800.0
1122,100.0,fit,800.0
1123,100.0,fit,800.0
1124,100.0,fit,800.0
1125,100.0,fit,800.0
1126,100.0,fit,800.0
1127,100.0,fit,800.0
1128,100.0,fit,800.0
1129,100.0,fit,800.0
1130,100.0,fit,800.0
1131,100.0,fit,800.0
1132,100.0,fit,800.0
1133,100.0,fit,800.0
1134,100.0,fit,800.0
1135,100.0,fit,800.0
1136,100.0,fit,800.0
1137,100.0,fit,800.0
1138,100.0,fit,800.0
1139,100.0,fit,800.0
1140,100.0,fit,800.0
1141,100.0,fit,800.0
1142,100.0,fit,800.0
1143,100.0,fit,800.0
1144,100.0,fit,800.0
1145,100.0,fit,800.0
1146,100.0,fit,800.0
1147,100.0,fit,800.0
1148,100.0,fit,800.0
1149,100.0,fit,800.0
1150,100.0,fit,800.0
1151,100.0,fit,800.0
1152,100.0,fit,800.0
1153,100.0,fit,800.0
1154,100.0,fit,800.0
1155,100.0,fit,800.0
1156,100.0,fit,800.0
1157,100.0,fit,800.0
1158,100.0,fit,800.0
1159,100.0,fit,800.0
1160,100.0,fit,800.0
1161,100.0,fit,800.0
1162,100.0,fit,800.0
1163,100.0,fit,800.0
1164,100.0,fit,800.0
1165,100.0,fit,800.0
1166,100.0,fit,800.0
1167,100.0,fit,800.0
1168,100.0,fit,800.0
1169,100.0,fit,800.0
1170,100.0,fit,800.0
1171,100.0,fit,800.0
1172,100.0,fit,800.0
1173,100.0,fit,800.0
1174,100.0,fit,800.0
1175,100.0,fit,800.0
1176,100.0,fit,800.0
1177,100.0,fit,800.0
1178,100.0,fit,800.0
1179,100.0,fit,800.0
1180,100.0,fit,800.0
1181,100.0,fit,800.0
1182,100.0,fit,800.0
1183,100.0,fit,800.0
1184,100.0,fit,800.0
1185,100.0,fit,800.0
1186,100.0,fit,800.0
1187,100.0,fit,800.0
1188,100.0,fit,800.0
1189,100.0,fit,800.0
1190,100.0,fit,800.0
1191,100.0,fit,800.0
1192,100.0,fit,800.0
1193,100.0,fit,800.0
1194,100.0,fit,800.0
1195,100.0,fit,800.0
1196,100.0,fit,800.0
1197,100.0,fit,800.0
1198,100.0,fit,800.0
1199,100.0,fit,800.0
1200,100.0,fit,800.0
1201,100.0,fit,800.0
1202,100.0,fit,800.0
1203,100.0,fit,800.0
1204,100.0,fit,800.0
1205,100.0,fit,800.0
1206,100.0,fit,800.0
1207,100.0,fit,800.0
1208,100.0,fit,800.0
1209,100.0,fit,800.0
1210,100.0,fit,800.0
1211,100.0,fit,800.0
1212,100.0,fit,800.0
1213,100.0,fit,800.0
1214,100.0,fit,800.0
1215,100.0,fit,800.0
1216,100.0,fit,800.0
1217,100.0,fit,800.0
1218,100.0,fit,800.0
1219,100.0,fit,800.0
1220,100.0,fit,800.0
1221,100.0,fit,800.0
1222,100.0,fit,800.0
1223,100.0,fit,800.0
1224,100.0,fit,800.0
1225,100.0,fit,800.0
1226,100.0,fit,800.0
1227,100.0,fit,800.0
1228,100.0,fit,800.0
1229,100.0,fit,800.0
1230,100.0,fit,800.0
1231,100.0,fit,800.0
1232,100.0,fit,800.0
1233,100.0,fit,800.0
1234,100.0,fit,800.0
1235,100.0,fit,800.0
1236,100.0,fit,800.0
1237,100.0,fit,800.0
1238,100.0,fit,800.0
1239,100.0,fit,800.0
1240,100.0,fit,800.0
1241,100.0,fit,800.0
1242,100.0,fit,800.0
1243,100.0,fit,800.0
1244,100.0,fit,800.0
1245,100.0,fit,800.0
1246,100.0,fit,800.0
1247,100.0,fit,800.0
1248,100.0,fit,800.0
1249,100.0,fit,800.0
