trial_index,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63
38,-0.29783,2.07198,0.34786,-0.50896,0.23336,-1.66921,0.96704,-1.11163,-0.25506,-0.71758,1.09141,0.85596,-1.57406,-0.21785,0.27163,1.15113,-0.60268,-0.64874,0.25823,-1.13757,0.37639,1.64469,-0.84105,-1.28947,1.06027,0.19348,0.62083,-0.89142,1.05634,0.07774,-0.67031,1.20444,0.96791,0.73938,0.17891,0.83283,-0.52102,-0.19816,0.51047,-1.03686,-0.20764,0.15606,-1.74518,-0.55947,2.85438,-0.79971,-1.40638,0.38627,-1.14847,-1.45878,-0.75738,-0.00366,0.049,-0.24995,-2.31164,-1.03594,0.82027,-1.01635,-0.3253,0.75227,0.33535,-0.83198,1.34055,0.4627
39,0.07847,0.41139,-1.04351,-0.70806,1.51029,-1.21209,-0.21344,-1.45379,1.11527,-0.62944,-0.40309,0.58321,-1.86376,0.14792,1.00408,0.1158,-0.26432,-0.45055,-1.02135,-1.01235,1.97165,0.92233,-0.69188,-0.65236,1.5954,0.20009,1.20029,-0.24878,0.30509,-1.64593,0.90877,0.67096,0.49057,0.20828,0.77846,2.0945,-0.02224,0.64542,1.38167,-0.60352,0.01051,0.20703,-1.5564,-1.02943,0.30854,-0.29016,-0.07411,-0.07125,-0.18857,-0.24089,0.3911,0.35994,-0.24776,-0.25846,-1.80641,-0.77635,1.43211,-0.56123,0.3134,-0.82246,-1.07625,-0.83929,2.34675,-0.39987
40,0.40991,-0.14636,-0.46849,-1.18307,0.21211,-1.60958,-0.678,-2.07279,0.26176,-0.61875,-0.14211,0.54938,0.76499,-0.32711,1.11177,0.86256,0.62694,1.43167,-1.5369,-1.08268,0.5995,1.25393,1.0918,0.68944,0.80925,-0.01912,0.97587,0.7766,0.2233,-0.68775,-0.01815,0.09091,1.66303,0.66679,0.86999,0.6927,0.23358,0.32132,1.12171,0.47032,1.65852,-0.10882,-2.18366,-0.87054,0.02479,-0.8499,1.02241,0.32687,0.25318,-0.05119,-0.8317,-0.08084,0.39923,0.29178,1.05981,-0.51778,0.49632,1.58426,0.58993,-1.60912,-0.81364,0.35741,1.89948,0.15805
41,0.70244,1.61508,0.66149,-0.51934,-0.03676,-0.92436,1.06342,-1.32,-1.18733,-0.24074,1.49949,-0.25001,1.86622,-0.51946,-0.29313,1.16719,0.68206,0.11131,-0.89362,0.00385,0.46717,0.70374,-0.0684,0.66523,1.48851,-1.1561,0.73766,-0.15274,0.30641,-0.48295,-0.2923,0.16624,2.7314,0.16559,1.25482,0.4683,0.09376,0.18677,0.67305,-0.23157,1.98222,-0.71035,-2.06871,-0.19248,-0.75767,-0.37493,0.59286,0.49956,0.57166,-0.24517,-0.38506,0.20125,-0.35881,0.54179,1.3998,-1.52421,1.63188,0.93317,0.10094,-1.68217,-0.97486,1.13918,1.11217,2.97781
42,1.01358,0.77814,0.61042,0.24729,-0.34412,0.92101,0.91373,-1.05746,-0.67748,-1.06108,0.8468,0.70945,2.02603,0.68882,-1.14509,0.88042,-0.06075,-0.14138,0.80277,0.97429,-0.38219,2.33067,-1.8868,0.71377,2.47917,-0.38903,-0.88877,0.68332,-0.32536,-0.14998,0.45422,0.95342,4.46498,1.27824,1.78454,1.34549,0.28221,0.38907,-0.43193,1.10208,3.42999,-1.4485,-0.44803,0.88207,-0.79964,0.37055,0.31424,0.83283,-0.55701,0.52563,1.64527,0.44066,0.25689,0.30888,1.96656,0.70798,-0.14711,1.31516,-0.98901,0.16648,-0.54388,0.27935,0.10978,1.27069
43,0.48965,-0.90413,-0.9849,-0.70355,0.70705,-0.02633,0.22056,0.001,-0.97608,-0.25039,0.92161,0.11036,2.96155,-0.80149,-1.20696,-0.76942,0.07093,2.538,0.77013,0.52356,-1.68918,1.59079,-1.01808,-0.23811,2.30984,0.84493,-0.45727,-0.7988,0.43115,-0.88027,-0.45612,1.28987,3.94886,0.57532,1.86191,1.21218,0.50533,-0.31388,-0.99991,1.49721,1.39639,0.36505,1.05757,1.03281,-1.04936,-0.04609,0.20029,-0.79296,0.63503,2.16683,1.12364,0.59602,0.04199,-0.98654,-0.01033,0.72597,-0.49447,0.29532,-0.25167,-0.71338,-0.53212,0.78764,0.0949,1.02525
44,-0.46911,1.17061,-1.82393,0.46874,-0.06464,-0.07311,0.62374,0.12526,-0.05852,-0.30209,-0.02778,0.61206,2.78668,-0.12431,-1.04754,0.03037,-0.70356,0.85131,-0.11046,-0.54441,-0.49151,-0.20947,-0.54185,0.11509,0.85276,0.7044,0.07085,-0.54666,-0.72678,-0.58072,0.18685,-1.46628,2.40675,0.35524,0.63802,0.52362,1.72805,-0.79118,0.92063,1.53876,0.32629,-1.69493,-0.26396,-0.94788,-1.30707,-0.50534,0.60924,-0.59894,-0.30488,0.85752,1.14347,0.5347,0.42994,-0.32572,-0.46309,0.06571,-2.21811,0.60561,-0.14437,-0.80918,-1.67895,1.21804,0.81637,2.57426
45,0.10541,1.13022,-0.46281,0.88397,-0.35842,0.76172,0.35377,0.78463,0.28213,0.84929,-1.96817,-0.03881,2.24764,-1.15576,-0.91823,1.85603,-0.04051,-0.31585,-0.443,-0.41426,-0.58192,1.51101,-0.28349,-1.28412,0.76244,-0.67103,-0.05349,0.20557,-0.81278,-1.19231,-1.94906,1.88995,1.57694,0.26409,1.60388,1.17551,0.41512,0.21583,1.94416,0.52845,0.87695,-2.22721,-0.32189,0.62838,-1.10303,-1.24696,1.06117,-0.46744,-0.447,1.21858,-0.53566,0.50015,1.4005,1.03872,0.53225,0.64134,-0.77038,-0.24683,0.02009,-0.9934,-0.55201,1.06862,0.49839,-0.21819
46,-0.38486,0.13898,-0.7291,1.46377,0.04154,0.2732,0.08979,0.90216,0.67392,1.45894,-1.53056,-0.08871,1.03055,-1.0205,-1.15065,-0.06116,0.42986,-0.41633,-0.48166,-0.06245,-1.52924,1.20342,-0.12051,0.11826,0.88529,-0.21428,-0.22163,-0.94056,-1.55346,-0.05825,0.54612,0.70805,0.88268,-0.55595,0.41011,1.95357,0.35239,1.11486,-0.89699,0.04839,1.44031,-2.29223,0.00148,0.81291,-1.32308,-1.35096,-0.30772,-1.13895,0.5914,-0.2319,0.83634,1.22073,0.99631,1.84856,0.73807,-0.21762,-0.53617,-1.69858,0.79389,-0.24326,-0.72482,2.03061,0.36537,-1.25234
47,-0.96559,0.11135,-0.96144,0.00063,0.2529,0.51235,-0.97749,0.19289,1.92785,0.74168,-1.45068,0.53282,0.19447,-2.03421,0.41731,0.1407,-0.30714,0.4987,-0.34445,-0.64174,-1.23613,2.1807,-0.39031,1.64686,-0.18175,-0.1254,-1.15518,0.76158,0.67011,-0.5515,-0.645,0.90664,0.18621,-1.35406,0.12568,1.36988,0.95922,-0.3871,-1.98815,-0.29075,0.17118,-1.05648,-0.52704,0.33749,-1.13953,-1.68989,-1.4291,-1.06928,1.70651,-1.23877,-1.11551,2.15597,0.52527,0.6339,1.42542,0.84555,-0.1283,-1.54769,1.59778,-0.13246,1.32752,0.83877,0.39931,0.16782
48,-1.2854,0.83981,-1.13738,-0.94162,-0.19328,1.09829,-0.29336,0.71861,0.45226,1.6403,-0.7685,0.06386,0.19909,-1.03139,0.74962,0.24632,0.54884,-0.26165,0.75144,0.24229,-1.8996,1.56721,-0.49544,0.6852,-1.25665,-0.78361,-1.19045,-0.23111,0.23012,-1.51835,-1.89717,0.10568,1.40046,-1.73067,-1.0362,-0.39363,0.8343,-0.1363,-0.50872,-1.22459,-1.36934,-0.74729,0.04774,1.5333,0.48805,-1.3964,-1.72638,-0.63874,-0.02049,-1.0686,-1.07074,1.10083,0.04322,-0.63472,3.11107,0.1596,-0.44377,-1.18322,0.99699,0.77607,0.93707,0.55245,-0.46709,0.1664
49,0.2502,1.46482,-0.8289,-0.64191,-0.77158,0.70675,-0.53281,0.95331,0.28777,-1.73743,-0.32017,-0.64128,1.39097,-0.01989,0.10409,0.94743,0.59272,-0.30889,0.81827,0.8705,-0.38484,0.15513,0.05872,1.0106,-0.77186,-0.92324,0.1129,0.63099,-0.19415,0.60058,0.52222,-0.09995,2.38501,-1.88634,-0.21442,-0.96703,0.08985,0.49001,1.03363,-2.08307,0.17071,0.4295,0.58132,1.11086,0.28693,-1.6362,-1.54861,-1.78926,-1.23557,-0.31652,-0.80097,0.79399,0.35892,-1.0097,2.39513,0.04357,-1.34455,-0.44358,0.54876,1.96967,-0.19013,2.24085,0.17512,1.46112
50,0.37393,1.14068,0.79698,-0.28837,0.8206,1.76662,0.31359,0.34717,-0.28639,-0.78171,-0.7556,0.61462,1.88549,-0.89009,0.50235,0.65724,1.90921,0.96767,1.14421,1.17877,0.62313,1.74131,-0.74886,-0.24377,0.05089,0.65559,-0.08383,-0.42637,0.08102,-0.73297,0.59529,0.2827,0.64075,-0.84273,-0.05882,0.70956,-0.85045,-0.87205,0.30075,-1.37974,1.16502,-0.06349,-0.41425,-0.10546,0.53085,-0.94881,-0.48694,-1.07543,0.31026,0.337,0.11178,0.81076,0.93385,-0.87924,1.99942,-0.87495,-1.68725,-0.87825,-0.95217,2.0317,-0.67456,0.95634,0.6527,0.99041
51,0.88182,0.77237,0.11693,0.07149,0.33866,1.93417,0.49359,0.85177,-0.94728,-0.66872,-0.77064,1.12211,1.41705,-0.52025,1.40245,1.42357,0.99718,1.53571,1.51422,0.86619,-0.1249,1.39886,-1.03271,-0.24575,-1.6081,-0.0344,-1.04275,-1.35866,0.84436,0.14316,-0.82512,1.67273,0.38079,-0.31791,1.07307,2.05043,-1.63884,-0.56763,0.09848,-0.11367,0.23991,0.13265,0.72088,2.24091,-0.44269,-1.38351,-1.45978,0.59129,0.13004,0.75217,0.10241,0.0165,0.06539,-0.61602,2.21558,-2.1367,-1.188,-0.24688,-0.40325,2.32226,-0.49261,0.13172,-0.49578,1.31567
52,0.69234,1.2764,-0.06118,0.04168,-0.53846,0.46707,0.49137,0.95593,0.32932,0.18862,-0.23774,-0.41758,1.71067,-0.39898,1.39986,-0.00689,1.71816,0.46375,0.42415,0.75049,-0.3635,-0.09008,-0.02847,-1.20288,-1.14994,-0.17196,-1.16546,-0.25623,-0.06564,-1.32769,-0.83077,-0.29978,0.52665,1.58945,0.12779,2.49331,-0.16915,-0.54126,0.31398,0.54561,-0.06345,-0.35218,0.77713,2.83865,-0.78538,-0.76729,-1.34568,-0.8138,0.8318,0.74002,0.06744,-1.59485,0.46202,-0.15596,2.85495,-2.56461,-1.42861,-0.17918,-0.76186,1.38914,-0.76855,0.16915,-1.54278,0.94183
53,-0.09188,1.46131,-0.20344,-0.27801,-0.37634,0.08694,2.26491,2.02,-1.1542,1.18583,-0.16205,-0.96188,0.96333,0.2989,0.42347,0.28657,0.8624,-0.13306,-0.04597,0.34314,0.16076,2.04751,-0.10294,-0.91098,-2.28081,0.34323,-0.80613,2.10006,-0.76268,-1.61833,-0.97508,1.77911,0.65282,1.73639,-0.84586,1.57459,1.39733,-0.54629,0.24555,0.28239,-0.2741,-0.40601,-0.2309,2.17272,-1.832,0.04735,-1.03208,-0.30827,0.86413,1.09815,1.9505,0.60833,-1.02398,-0.23369,1.6092,0.04122,0.39557,0.0586,-0.78861,0.74204,0.16175,-0.55861,-1.72984,1.93612
54,-0.18279,1.99302,-1.28308,-0.59703,-1.19964,-0.33577,2.30276,1.24633,-1.85922,2.29444,-0.56637,-2.02813,1.42796,0.82853,0.73114,0.07015,-0.13908,0.33506,0.51596,1.46178,0.75514,2.32144,1.04247,-0.90862,-2.64298,-0.02812,0.07862,2.11823,-1.10728,-1.80968,0.85342,0.68414,1.22374,1.9269,-0.75285,2.04722,-1.58759,-0.50416,-0.44559,0.29042,-0.99645,-0.97502,0.3439,0.90419,-1.1902,-0.08493,-0.84506,-0.98392,1.13072,1.36868,1.85616,-0.22886,0.79889,0.03673,1.56894,-0.39218,-1.57917,1.08654,0.09599,0.20303,0.3496,0.47851,-1.53482,1.41177
55,1.32256,0.85033,-0.00325,-1.32014,-0.72042,0.8095,1.31957,1.09625,-1.30286,1.58748,0.01936,-1.73566,2.09401,-0.06767,0.12006,-0.91763,0.18316,0.39037,0.33323,0.1994,-0.80937,1.16899,1.28907,0.06384,-0.95892,0.34526,-2.36775,2.51825,-0.38487,0.47979,1.60481,-0.61939,2.32238,0.93651,-0.39326,0.4927,-1.69475,0.06721,-0.79234,2.23016,-0.30309,-1.85304,0.00947,-0.10367,-0.99994,-0.88087,0.14522,1.08691,1.65443,0.61311,2.27387,-1.0981,-0.10856,1.07783,1.17351,0.43039,-0.68653,1.12867,0.05759,0.80936,0.59289,-0.15568,-1.48475,0.75334
56,0.19846,0.3185,-0.6923,-0.02009,-0.56641,1.18459,1.67657,1.92283,-0.20526,1.16471,0.33663,-0.70942,2.32655,-0.97908,-0.29409,-0.0039,1.13188,-0.39594,-1.24475,0.3213,0.12789,0.46939,1.30204,-0.44044,-0.53917,-1.19688,-1.4032,1.00234,-0.10203,2.02349,-0.55731,-2.60922,1.5405,-0.66996,-1.06315,-0.37738,-0.47258,-0.15796,-0.39974,2.7977,-1.93665,-1.10054,1.72402,-1.90928,-0.22624,0.03021,-0.47933,-0.06855,0.88629,0.83327,0.26052,-1.81473,-1.17099,-0.15377,1.24097,0.23491,-0.80876,1.15309,0.1665,0.97394,0.52502,0.10143,-2.02279,0.28615
57,0.41445,-0.44614,-1.98051,0.12903,-1.04594,0.82271,1.83714,-0.13809,0.84974,-0.00997,1.77782,1.50397,2.75254,-0.89869,-0.69671,-0.06201,0.46668,-0.56008,-0.9057,-0.01112,1.42252,0.38547,0.30188,-1.9412,-0.97821,-0.99527,-1.55662,0.9594,-0.26544,1.41998,0.77083,-0.47749,2.53438,0.49775,-0.178,-0.12952,0.30955,0.12316,0.29506,2.08334,-0.41927,-0.38462,-0.04003,-0.21273,-1.18417,0.08028,-1.58036,-0.39582,1.30562,0.3827,0.27905,-1.50921,-1.14741,-0.74013,1.22244,-0.80653,-0.93465,-0.59743,0.88554,2.61203,1.37447,0.41503,-0.76752,1.47837
58,-1.08432,0.33807,-2.30155,0.4249,-0.91837,0.73738,1.98107,-0.02274,-0.11252,0.8492,0.59541,0.38277,3.12609,-0.04486,0.74166,0.37719,0.46482,0.31699,-0.49274,0.65355,1.56325,0.66519,1.44538,-0.58217,-0.9097,-0.23883,-0.46227,1.1112,-1.15745,0.21718,1.00349,-0.48801,2.29321,1.99744,0.79034,-0.99445,0.36598,-1.10515,-0.33119,0.88556,0.45016,1.61755,-0.35746,0.83319,-1.04649,0.11504,0.36407,-0.50419,2.23375,-0.90704,-0.16602,-0.8452,-1.07981,-0.35461,0.71457,-2.46207,-2.23835,0.11863,1.33674,3.17477,0.4213,-0.89352,-1.3742,1.61395
59,-1.88007,-0.48661,-0.04725,0.52365,-0.98318,1.15104,1.14866,-0.6204,-0.00475,1.19057,-0.77796,-0.07385,2.95828,-0.93347,1.8108,-0.99211,0.38942,0.57614,-1.02804,-0.9579,0.65906,0.62105,0.19387,-0.73612,-0.53458,-0.10809,-0.51285,0.1479,-0.26146,-0.82438,0.82287,-0.26822,3.02073,-0.44384,0.56077,-0.81722,-0.53871,-1.40289,-0.09689,1.4515,1.02752,0.51596,0.19735,0.91814,-0.05564,-0.91667,0.96165,-0.42548,1.82355,0.08519,1.39416,-1.21028,-0.38851,0.30855,1.19219,-2.53137,-2.429,0.12764,0.74604,2.923,-0.28769,0.54316,-0.45017,2.52919
60,-0.75833,-0.41012,0.13212,0.51138,1.00396,0.73094,1.13851,0.46409,0.16608,-0.02481,0.76241,-1.98528,1.37063,-0.13464,1.50907,-1.14037,1.74238,0.2858,-1.35747,0.05407,0.72706,-1.11436,0.51495,-1.52515,-1.20941,-1.12963,-0.3974,1.26451,-0.22439,-0.68426,1.83148,-0.02269,1.19301,-0.27947,0.96903,-0.60832,-0.0095,-1.34235,0.37364,2.80073,-0.04426,-0.74742,0.10522,0.1866,-0.75743,0.16404,2.32356,0.63627,0.39542,-0.16914,0.30744,0.3843,-0.36502,2.17689,0.21573,-1.22881,-2.3519,-0.15705,-0.27625,1.72817,-0.70267,-1.07674,0.63546,0.64337
61,0.84211,-1.65791,-1.08755,-0.20843,1.33873,0.79616,0.8189,-0.52122,1.28169,0.3651,1.46566,-0.49414,0.0625,0.02418,2.06639,0.52418,0.83397,-0.10552,-0.70302,0.8245,1.582,-0.87123,1.44455,-1.04092,-0.43607,-1.97808,-0.35581,0.89648,-0.75814,0.12712,2.75563,-1.38198,0.5881,-0.7813,1.24671,-0.87532,0.85589,-0.89736,0.25027,1.83914,-1.06824,-0.99236,-0.06079,0.44652,-0.87094,-0.00536,2.71475,0.08459,0.22929,0.79373,-1.12704,0.01171,-0.90403,2.42746,-0.49779,-2.53016,-1.30845,0.15604,0.17063,1.80779,0.10362,-0.28551,0.37977,-0.84175
62,0.37468,-0.76686,-0.35185,0.22902,-0.20906,1.52465,0.83835,-0.33636,1.26346,-1.17536,1.41916,0.07183,0.64301,-0.10657,1.33186,0.65243,0.16752,0.98552,0.40057,-0.31879,1.46223,-1.4532,0.64471,-1.48697,-2.05391,-0.86062,-1.32463,-0.93279,0.09419,-0.48388,2.34829,-0.45217,0.68901,-1.30561,1.66437,-0.3663,-0.22251,-1.45725,-0.64558,-1.29447,-0.1424,-0.14351,-0.05002,-0.16058,0.1061,1.04304,1.90581,1.53445,0.4825,0.51286,0.42042,1.75246,-2.11592,2.00026,-0.05818,-1.81263,-2.18616,0.91609,-0.86822,2.1613,1.64225,-1.03112,-0.22463,-0.51074
63,0.07719,-0.36966,-0.43471,-0.51601,-0.94994,-0.37783,-0.87056,0.29774,1.39625,0.11674,1.73769,1.67286,-0.28849,-0.07521,0.7408,0.57915,-0.21607,0.29633,-0.12499,-0.62029,0.66108,-1.51765,1.65236,0.12171,-2.22573,0.40558,-0.54282,-0.57289,-1.42519,-0.4028,1.5109,-0.24276,0.49082,-0.80455,1.20992,1.21054,-0.59826,-0.44745,0.70359,-0.26378,-0.44516,-0.44744,-0.51743,-0.19298,0.60513,-0.80196,1.42676,-0.0208,0.49809,0.75444,-0.85884,1.17001,-0.47254,-0.11129,-1.06609,0.50862,-2.06035,0.08374,-0.03527,0.70884,0.84398,-0.69577,0.80222,-0.69545
64,-0.32729,-0.43597,-1.13962,-0.2698,0.28476,-0.62805,-1.28657,-0.4607,0.37836,0.47405,1.53492,-0.46993,-1.13722,0.4481,-0.14577,0.25988,-0.81919,0.24217,-0.55295,-0.30933,-0.19727,0.58975,0.40302,0.56127,-0.96657,0.37102,-0.47236,0.51293,-1.69246,-0.80398,1.39114,-0.73706,0.34553,-1.95203,1.70238,-0.07533,-1.20007,0.48891,1.05179,-0.21353,-0.5072,-0.84469,-0.06964,0.78609,-0.08264,-1.12725,1.43873,0.21114,1.61391,0.82492,-0.55442,2.47206,0.00682,0.68095,-1.82036,0.6096,-1.66357,-0.76781,-0.40729,-0.19403,0.77098,0.87707,0.55668,-0.07776
65,-0.23425,0.11141,0.61481,-1.19889,0.55648,-1.22323,-1.17435,0.05515,0.59836,-0.27566,1.61271,1.08496,0.76786,1.05665,0.66031,0.15957,-1.01967,1.16222,0.36257,-0.13168,-0.6067,0.57394,-1.01485,2.08121,0.36917,0.01509,0.4037,-0.04686,-0.30436,-0.36513,0.10948,-2.13302,1.1527,-0.46521,1.40368,-0.73375,-0.14854,0.83827,0.79244,0.29962,0.22618,-0.55336,1.35187,0.24879,-0.62435,-0.84439,-0.77366,-0.38011,2.20884,-0.02154,-0.80866,1.53996,0.20951,1.1208,-0.15998,1.58652,-0.1925,-1.21265,-0.91508,0.21278,1.03057,-0.12456,-0.12607,1.27765
66,-0.01722,0.0622,-0.38615,-1.74852,-0.59108,-1.01232,-0.69351,0.42049,-0.9754,-1.25913,2.63728,0.24294,3.2167,-0.12809,1.86078,0.44685,-1.98105,1.16847,0.25482,0.24731,0.05708,1.57641,-0.64298,1.00621,1.22172,-0.77086,1.27792,0.42441,0.20817,-2.00557,0.42168,-1.06437,0.5352,-0.72868,0.98952,-0.74312,-0.35838,1.11584,0.74489,0.60172,0.27965,-0.92729,0.90224,0.06372,0.46395,-0.75414,-0.98779,-1.39288,2.94031,-0.03088,-0.97201,1.2225,-1.15582,-0.535,-0.43787,0.62085,-1.00207,-1.17036,-0.85923,0.91715,0.2346,1.21109,0.64049,1.71887
67,-0.14977,-0.38308,1.76762,0.28212,-0.57911,0.2371,0.67779,0.76136,1.295,-0.7232,1.91534,-0.04357,3.45348,0.80348,0.96555,0.07118,-1.08985,0.73248,-0.39023,0.13049,1.01107,0.93024,0.178,0.70634,-0.83785,0.76761,2.34509,0.9549,0.4314,-1.23007,0.97875,0.34802,-0.64245,-0.94375,1.11597,0.01829,-1.72312,1.16773,0.39166,0.29747,0.16901,0.1317,0.77495,0.84275,0.53551,0.03854,-0.51051,-1.73633,3.27044,-1.03398,-0.87334,1.49202,-0.57298,0.34287,-1.1669,1.10452,-1.53884,0.39697,0.47456,-0.22823,-0.91506,0.30284,-0.09596,2.14541
68,-1.40996,0.91982,0.21316,-1.07118,-0.92273,1.55568,1.05394,0.84659,1.25399,-0.98042,1.37551,-0.5216,2.34499,0.37852,1.68195,-1.13815,-0.86211,1.2343,-0.33834,1.21418,0.05833,2.47387,1.00229,0.7403,-1.25775,1.85616,1.82642,0.75937,-0.08072,-0.87627,1.22174,1.32078,-1.31585,-0.1899,0.24129,-0.60062,-1.18663,0.08768,-0.60465,0.04473,0.72541,0.40824,0.43826,0.9312,0.66712,-0.90159,-1.38402,-1.59536,3.6079,-1.79399,-2.30195,1.32892,-0.46912,0.64665,-0.02594,-0.40312,-1.25834,-0.76802,-0.2087,0.10742,-1.49904,0.11615,-0.54054,1.09531
69,-1.64855,0.17491,-1.37367,-1.52271,-1.16759,1.20417,-0.38879,-0.10907,0.0877,0.48274,0.39174,0.13248,2.15179,0.66424,2.44596,-0.90977,-1.27139,-0.73742,-1.47384,0.95541,-0.12512,1.9113,0.56437,1.01043,0.15267,1.32388,0.71689,0.08808,0.52271,-0.04948,-0.71101,1.5665,-1.01641,-1.28819,-0.48738,1.03447,-1.96057,0.76515,-1.34285,-0.47651,1.74233,1.08422,1.0687,-1.05123,0.47331,-0.80358,0.22728,-1.18066,2.9234,-1.23013,-0.56593,0.69949,-0.91975,0.52214,-0.33251,-0.36228,-0.4685,0.23147,-0.16278,-0.27406,0.88318,-0.83301,-0.5862,2.79513
70,-1.08527,0.22774,-1.20849,-1.59896,0.66393,0.3399,-0.39785,-1.28754,-0.37809,-0.14608,0.78682,0.00635,1.755,0.83785,1.87899,0.36407,-0.27665,-0.46834,-1.6811,-0.19606,-1.04827,0.53953,0.62139,0.83971,-0.52462,0.32796,-0.91079,0.42132,0.47452,0.00174,-2.58829,1.18367,-1.85489,-0.40463,-0.95269,1.25263,-1.8885,0.6629,-0.93267,-1.00604,0.99206,-0.29583,1.61535,0.13595,0.12963,-0.75744,0.60585,-0.27476,-0.50804,-1.33749,-0.71471,0.15965,-0.42704,-0.87586,-1.60218,-0.98491,-0.318,0.03651,0.79372,-1.33509,0.87181,-0.86507,-0.73464,0.84226
71,-0.96717,0.43347,-0.00622,-0.85206,-0.59805,-0.78258,-0.519,-0.2443,0.3458,0.46015,0.26982,1.36838,1.28141,-0.66769,1.23356,0.62397,-0.62707,-0.70808,-0.18086,-0.09374,0.37207,1.53801,-1.44282,0.79462,0.33915,1.03085,0.92587,1.10851,1.42259,0.04646,-1.70737,0.98764,-1.6616,0.60617,-0.79066,0.92969,-1.39173,-0.24268,0.36447,-1.26663,1.85374,-0.39552,0.29033,-0.37911,-0.37762,-0.45823,1.88286,-0.26754,-1.01957,-0.84164,-0.54367,0.88449,-0.4097,-0.24423,-0.57549,0.08853,-0.12001,0.06526,-0.88576,-0.4287,0.66481,-1.23736,0.17542,1.21049
72,-0.46447,0.57242,0.33091,-0.38909,-0.50368,0.47354,-1.11812,-1.12116,0.29895,1.02554,-0.73602,-0.04598,0.66402,0.22248,0.26666,0.68971,0.18948,-0.00663,0.6369,0.86389,-1.12569,2.04877,-1.57534,-0.21483,-0.25973,1.52067,-0.31594,1.35856,-0.1176,-1.29145,-1.18902,1.08154,-0.35125,1.0615,-0.43069,1.75025,-0.98765,-1.03901,0.19283,-2.00356,0.87243,0.51076,-0.33031,0.44842,0.22967,0.40417,1.73123,-0.49191,-1.16725,0.29204,0.58826,1.3402,-0.81881,-1.08996,0.21743,-0.30867,-0.40764,0.561,-0.26814,-0.85009,0.30663,-1.11102,-0.38172,0.97844
73,-0.25743,-0.23741,-0.0371,-0.37352,0.35047,0.35762,-0.2709,0.61746,-1.44782,2.20183,0.49423,-0.54864,-1.12958,1.12204,-2.0752,-0.60048,0.62211,0.46931,0.74183,-0.78419,-0.74712,2.35389,0.07894,-0.78083,-1.36919,-0.2764,-0.40677,2.09076,-0.63406,0.27118,-0.88063,0.68135,-0.2224,0.96904,-1.2681,0.99584,-1.7397,-1.28675,0.34767,-1.45631,0.21503,-0.65217,-0.48111,1.49628,0.58662,-0.44162,0.77364,-0.38523,-1.92579,0.8553,0.47009,1.50848,0.27939,-0.37543,-0.44397,-0.16896,1.8047,0.45052,0.68807,-0.30335,-0.60427,-1.1648,0.12598,1.06883
74,-1.42793,0.25675,-0.20215,-0.10576,-0.58852,-0.85441,-1.0354,1.76848,-0.7229,1.52204,1.56667,-1.51768,-0.51673,0.38411,-1.60071,-0.20862,1.11465,-0.2392,1.54514,1.32821,-0.46834,1.66042,1.62391,-0.31166,-1.84586,0.33725,-0.36713,1.09919,-1.58642,-0.51589,-0.46625,0.46978,-0.43582,1.08002,-0.28268,0.58795,0.03456,0.00846,0.10804,-1.67575,-1.90135,-1.21544,-0.62684,1.31654,0.01048,0.09402,0.63585,-0.22805,-1.26875,0.29135,1.43142,0.74805,0.01521,-1.88069,0.52685,0.03685,2.68802,0.28674,-0.31641,0.18792,-0.66178,-1.59439,1.05362,-0.46078
75,-0.90994,-0.01656,-0.06086,-2.04531,-0.19268,-0.83995,-0.4295,0.98609,-1.90004,1.42541,1.3747,-1.02114,-0.56869,1.19369,-0.83211,-1.36391,0.25941,0.29434,1.69329,-0.32524,-1.11168,0.0482,0.67165,1.07761,-0.00085,-0.01537,-1.32167,0.87508,-1.37675,0.72964,0.7731,0.33858,-0.12153,0.56634,-1.49554,-0.06066,1.85144,0.07343,-1.38665,-0.26608,-2.80946,-0.17754,-1.09275,0.73714,-0.96801,-0.37936,-1.08563,-2.17665,-1.69061,-0.04463,1.20496,0.59283,0.3803,0.21242,-0.42511,1.40055,0.51802,-0.70379,1.64653,1.81151,-0.92218,-1.84396,-0.07959,0.15849
76,-1.4321,1.17812,0.69045,-1.09986,0.55333,-0.75271,-0.36664,0.25273,-1.15413,2.80888,0.23383,-0.87931,-0.03269,1.4855,-0.49285,-0.70833,0.65314,-0.42307,1.16484,-0.45176,-0.71434,0.08742,0.21805,1.12547,-0.70696,1.21529,-0.46366,-1.16817,-1.46328,1.4097,1.64868,-0.18395,-0.89333,1.32591,-1.70583,-0.97769,2.19317,0.1408,0.01364,0.71495,-1.63675,-0.86617,-0.8397,1.24337,-1.71391,-1.56658,-0.2199,-1.28383,-2.27343,-0.63035,-0.21771,-0.97719,-0.97353,1.15516,0.01065,0.39652,1.1184,-0.60478,1.24253,0.61359,-0.81435,-0.40135,0.22232,0.81208
